New fit: SimFull
N = 100000
loglh: 2742404.00, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5523051.04, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.259, xin -0.500
loglh: 5522275.11, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.525, xin -0.500
loglh: 5522384.64, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.475, xin -0.500
loglh: 5523049.53, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.259
loglh: 5522008.76, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.743
loglh: 5522384.37, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.475
loglh: 5522275.41, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.525
loglh: 5521655.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.799, xin -0.796
loglh: 5521654.73, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.814, xin -0.796
loglh: 5521657.62, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.782, xin -0.796
loglh: 5521657.57, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.799, xin -0.779
loglh: 5521654.79, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.799, xin -0.811
loglh: 5521654.26, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.808, xin -0.804
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521655.30, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.829, xin -0.807
loglh: 5521655.55, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.791, xin -0.807
loglh: 5521655.53, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.788
loglh: 5521655.33, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.825
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521655.44, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.807
loglh: 5521655.55, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.791, xin -0.807
loglh: 5521655.54, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521655.46, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.826
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521655.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.807
loglh: 5521655.55, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.791, xin -0.807
loglh: 5521655.54, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521655.46, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.826
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.812, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.18, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521655.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.807
loglh: 5521655.55, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.791, xin -0.807
loglh: 5521655.54, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.788
loglh: 5521655.46, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.826
loglh: 5521654.23, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.815, xin -0.807
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.807, xin -0.807
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.812, xin -0.807
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.807
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.804
loglh: 5521654.24, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.811
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.807
loglh: 5521654.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.808
loglh: 5521656.80, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.830, xin -0.788
-------------------------------------------------------------------------------------------
|   | Name  |   Value   | Hesse Err | Minos Err- | Minos Err+ | Limit-  | Limit+  | Fixed |
-------------------------------------------------------------------------------------------
| 0 | alpha |   0.46    |   0.10    |            |            |   -1    |    1    |  yes  |
| 1 | dphi  |    0.7    |    1.0    |            |            |-3.14159 | 3.14159 |  yes  |
| 2 | alph1 |   0.75    |   0.10    |            |            |    0    |    1    |  yes  |
| 3 | alph2 |   -0.75   |    0.10   |            |            |   -1    |    0    |  yes  |
| 4 | xip   |   0.811   |   0.012   |            |            |    0    |  1.01   |       |
| 5 | xin   |  -0.807   |   0.012   |            |            |  -1.01  |    0    |       |
-------------------------------------------------------------------------------------------
------------------------------------------------------------------
| FCN = 5.522E+06               |      Ncalls=64 (64 total)      |
| EDM = 1.14E-05 (Goal: 5E-06)  |            up = 0.5            |
------------------------------------------------------------------
|  Valid Min.   | Valid Param.  | Above EDM | Reached call limit |
------------------------------------------------------------------
|     True      |     True      |   False   |       False        |
------------------------------------------------------------------
| Hesse failed  |   Has cov.    | Accurate  | Pos. def. | Forced |
------------------------------------------------------------------
|     False     |     True      |   True    |   True    | False  |
------------------------------------------------------------------
[[1.00000000e+00 3.53724353e-10]
 [3.53724353e-10 1.00000000e+00]]
alpha: 31.623
dphi : 316.228
alph1: 31.623
alph2: 31.623
xip  : 3.745
xin  : 3.734
New fit: ss2d, constr: False
N = 100000
MULT = 2
[[ 1.          0.28772961 -0.06690843  0.04664034]
 [ 0.28772961  1.         -0.05665309  0.07923782]
 [-0.06690843 -0.05665309  1.          0.86908903]
 [ 0.04664034  0.07923782  0.86908903  1.        ]]
[0.00771995 0.01685758 0.01521294 0.01553734]
Concentration matrix:
[[ 18763.26251804  -2116.58675754   2977.87516744  -2786.85714765]
 [ -2116.58675754   4025.26292742   1816.46403657  -1842.7135814 ]
 [  2977.87516744   1816.46403657  19355.1709603  -16695.32750192]
 [ -2786.85714765  -1842.7135814  -16695.32750192  18572.1299601 ]]
loglh: 5513190.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5512274.07, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.743, xin -0.500
loglh: 5515159.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.259, xin -0.500
loglh: 5513043.84, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.525, xin -0.500
loglh: 5513348.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.475, xin -0.500
loglh: 5513118.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.512, xin -0.500
loglh: 5513264.97, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.488, xin -0.500
loglh: 5515064.56, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.259
loglh: 5512370.83, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.743
loglh: 5513338.33, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.475
loglh: 5513053.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.525
loglh: 5513260.16, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.488
loglh: 5513123.16, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.512
loglh: 5511384.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.815, xin -0.797
loglh: 5511384.67, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.801, xin -0.783
loglh: 5511386.60, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.825, xin -0.797
loglh: 5511384.12, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.805, xin -0.797
loglh: 5511383.86, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.815, xin -0.787
loglh: 5511386.97, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.815, xin -0.807
loglh: 5511383.44, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.791
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.789
loglh: 5511384.74, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.820, xin -0.789
loglh: 5511384.75, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.798, xin -0.789
loglh: 5511384.86, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.778
loglh: 5511384.65, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.801
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511384.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.820, xin -0.790
loglh: 5511384.70, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.798, xin -0.790
loglh: 5511384.73, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.779
loglh: 5511384.68, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.801
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511384.71, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.820, xin -0.790
loglh: 5511384.70, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.798, xin -0.790
loglh: 5511384.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.779
loglh: 5511384.70, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.801
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511384.71, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.820, xin -0.790
loglh: 5511384.70, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.798, xin -0.790
loglh: 5511384.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.779
loglh: 5511384.70, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.801
loglh: 5511383.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.790
loglh: 5511383.44, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.807, xin -0.790
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.810, xin -0.790
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511383.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.788
loglh: 5511383.45, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.792
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.789
loglh: 5511383.40, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.790
loglh: 5511386.04, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.820, xin -0.779
-------------------------------------------------------------------------------------------
|   | Name  |   Value   | Hesse Err | Minos Err- | Minos Err+ | Limit-  | Limit+  | Fixed |
-------------------------------------------------------------------------------------------
| 0 | alpha |   0.46    |   0.10    |            |            |   -1    |    1    |  yes  |
| 1 | dphi  |    0.7    |    1.0    |            |            |-3.14159 | 3.14159 |  yes  |
| 2 | alph1 |   0.75    |   0.10    |            |            |    0    |    1    |  yes  |
| 3 | alph2 |   -0.75   |    0.10   |            |            |   -1    |    0    |  yes  |
| 4 | xip   |   0.809   |   0.007   |            |            |    0    |  1.01   |       |
| 5 | xin   |  -0.790   |   0.007   |            |            |  -1.01  |    0    |       |
-------------------------------------------------------------------------------------------
------------------------------------------------------------------
| FCN = 5.511E+06               |      Ncalls=52 (52 total)      |
| EDM = 0.000142 (Goal: 5E-06)  |            up = 0.5            |
------------------------------------------------------------------
|  Valid Min.   | Valid Param.  | Above EDM | Reached call limit |
------------------------------------------------------------------
|     True      |     True      |   False   |       False        |
------------------------------------------------------------------
| Hesse failed  |   Has cov.    | Accurate  | Pos. def. | Forced |
------------------------------------------------------------------
|     False     |     True      |   True    |   True    | False  |
------------------------------------------------------------------
[[ 1.00000000e+00 -3.54402694e-10]
 [-3.54402694e-10  1.00000000e+00]]
alpha: 31.623
dphi : 316.228
alph1: 31.623
alph2: 31.623
xip  : 2.134
xin  : 2.145
New fit: ss3d, constr: False
N = 100000
MULT = 2
[[ 1.          0.28772961 -0.06690843  0.04664034]
 [ 0.28772961  1.         -0.05665309  0.07923782]
 [-0.06690843 -0.05665309  1.          0.86908903]
 [ 0.04664034  0.07923782  0.86908903  1.        ]]
[0.00771995 0.01685758 0.01521294 0.01553734]
Concentration matrix:
[[ 18763.26251804  -2116.58675754   2977.87516744  -2786.85714765]
 [ -2116.58675754   4025.26292742   1816.46403657  -1842.7135814 ]
 [  2977.87516744   1816.46403657  19355.1709603  -16695.32750192]
 [ -2786.85714765  -1842.7135814  -16695.32750192  18572.1299601 ]]
loglh: 5506895.21, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5505536.05, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.743, xin -0.500
loglh: 5509801.41, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.259, xin -0.500
loglh: 5506678.35, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.525, xin -0.500
loglh: 5507128.72, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.475, xin -0.500
loglh: 5506807.03, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.510, xin -0.500
loglh: 5506986.02, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.490, xin -0.500
loglh: 5509709.48, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.259
loglh: 5505632.85, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.743
loglh: 5507119.03, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.475
loglh: 5506688.09, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.525
loglh: 5506982.03, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.490
loglh: 5506811.02, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.510
loglh: 5504161.15, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.817, xin -0.805
loglh: 5504160.19, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.801, xin -0.789
loglh: 5504159.26, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.789
loglh: 5504163.30, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.793, xin -0.789
loglh: 5504163.05, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.801, xin -0.781
loglh: 5504159.58, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.801, xin -0.797
loglh: 5504158.65, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.807, xin -0.794
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504159.79, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.817, xin -0.796
loglh: 5504159.94, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.800, xin -0.796
loglh: 5504159.88, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.787
loglh: 5504159.86, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.804
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504159.88, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.818, xin -0.796
loglh: 5504159.92, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.800, xin -0.796
loglh: 5504159.90, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.787
loglh: 5504159.90, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.805
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504159.88, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.818, xin -0.796
loglh: 5504159.92, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.800, xin -0.796
loglh: 5504159.90, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.787
loglh: 5504159.90, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.805
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504159.88, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.818, xin -0.796
loglh: 5504159.92, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.800, xin -0.796
loglh: 5504159.90, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.787
loglh: 5504159.90, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.805
loglh: 5504158.64, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.811, xin -0.796
loglh: 5504158.64, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.807, xin -0.796
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.808, xin -0.796
loglh: 5504158.64, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.794
loglh: 5504158.64, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.797
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.795
loglh: 5504158.59, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.809, xin -0.796
loglh: 5504161.20, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.818, xin -0.787
-------------------------------------------------------------------------------------------
|   | Name  |   Value   | Hesse Err | Minos Err- | Minos Err+ | Limit-  | Limit+  | Fixed |
-------------------------------------------------------------------------------------------
| 0 | alpha |   0.46    |   0.10    |            |            |   -1    |    1    |  yes  |
| 1 | dphi  |    0.7    |    1.0    |            |            |-3.14159 | 3.14159 |  yes  |
| 2 | alph1 |   0.75    |   0.10    |            |            |    0    |    1    |  yes  |
| 3 | alph2 |   -0.75   |    0.10   |            |            |   -1    |    0    |  yes  |
| 4 | xip   |   0.809   |   0.006   |            |            |    0    |  1.01   |       |
| 5 | xin   |  -0.796   |   0.006   |            |            |  -1.01  |    0    |       |
-------------------------------------------------------------------------------------------
------------------------------------------------------------------
| FCN = 5.504E+06               |      Ncalls=53 (53 total)      |
| EDM = 4.78E-05 (Goal: 5E-06)  |            up = 0.5            |
------------------------------------------------------------------
|  Valid Min.   | Valid Param.  | Above EDM | Reached call limit |
------------------------------------------------------------------
|     True      |     True      |   False   |       False        |
------------------------------------------------------------------
| Hesse failed  |   Has cov.    | Accurate  | Pos. def. | Forced |
------------------------------------------------------------------
|     False     |     True      |   True    |   True    | False  |
------------------------------------------------------------------
[[1.00000000e+00 3.54856322e-10]
 [3.54856322e-10 1.00000000e+00]]
alpha: 31.623
dphi : 316.228
alph1: 31.623
alph2: 31.623
xip  : 1.743
xin  : 1.748
New fit: ss1d, constr: True
N = 100000
MULT = 2
[[ 1.          0.28772961 -0.06690843  0.04664034]
 [ 0.28772961  1.         -0.05665309  0.07923782]
 [-0.06690843 -0.05665309  1.          0.86908903]
 [ 0.04664034  0.07923782  0.86908903  1.        ]]
[0.00771995 0.01685758 0.01521294 0.01553734]
Concentration matrix:
[[ 18763.26251804  -2116.58675754   2977.87516744  -2786.85714765]
 [ -2116.58675754   4025.26292742   1816.46403657  -1842.7135814 ]
 [  2977.87516744   1816.46403657  19355.1709603  -16695.32750192]
 [ -2786.85714765  -1842.7135814  -16695.32750192  18572.1299601 ]]
loglh: 5522327.70, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522715.24, a 0.558, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522356.52, a 0.358, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522348.78, a 0.471, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522310.81, a 0.451, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5530981.72, a 0.461, phi 1.702, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5526236.43, a 0.461, phi -0.305, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522598.06, a 0.461, phi 0.842, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522192.43, a 0.461, phi 0.637, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522357.24, a 0.461, phi 0.754, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522300.80, a 0.461, phi 0.726, a1 0.750, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522376.92, a 0.461, phi 0.740, a1 0.844, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522726.23, a 0.461, phi 0.740, a1 0.642, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522315.25, a 0.461, phi 0.740, a1 0.760, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522344.70, a 0.461, phi 0.740, a1 0.740, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522317.81, a 0.461, phi 0.740, a1 0.758, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522340.23, a 0.461, phi 0.740, a1 0.742, a2 -0.750, xip 0.500, xin -0.500
loglh: 5522717.28, a 0.461, phi 0.740, a1 0.750, a2 -0.642, xip 0.500, xin -0.500
loglh: 5522369.82, a 0.461, phi 0.740, a1 0.750, a2 -0.844, xip 0.500, xin -0.500
loglh: 5522344.63, a 0.461, phi 0.740, a1 0.750, a2 -0.740, xip 0.500, xin -0.500
loglh: 5522315.15, a 0.461, phi 0.740, a1 0.750, a2 -0.760, xip 0.500, xin -0.500
loglh: 5522004.67, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.743, xin -0.500
loglh: 5523051.04, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.259, xin -0.500
loglh: 5522275.11, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.525, xin -0.500
loglh: 5522384.64, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.475, xin -0.500
loglh: 5523049.53, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.259
loglh: 5522008.76, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.743
loglh: 5522384.37, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.475
loglh: 5522275.41, a 0.461, phi 0.740, a1 0.750, a2 -0.750, xip 0.500, xin -0.525
loglh: 5521981.53, a 0.415, phi 0.586, a1 0.782, a2 -0.784, xip 0.799, xin -0.796
loglh: 5521706.76, a 0.433, phi 0.646, a1 0.770, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521706.53, a 0.441, phi 0.646, a1 0.770, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521709.87, a 0.425, phi 0.646, a1 0.770, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521704.00, a 0.433, phi 0.660, a1 0.770, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521712.27, a 0.433, phi 0.631, a1 0.770, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521713.94, a 0.433, phi 0.646, a1 0.778, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521702.13, a 0.433, phi 0.646, a1 0.762, a2 -0.771, xip 0.691, xin -0.689
loglh: 5521702.20, a 0.433, phi 0.646, a1 0.770, a2 -0.763, xip 0.691, xin -0.689
loglh: 5521713.87, a 0.433, phi 0.646, a1 0.770, a2 -0.778, xip 0.691, xin -0.689
